Name,Sequence Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
cupin_9,NZ_JAPWGL010000002,WP_269414783.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_LMPD01000006,WP_056096676.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_LMPD01000006,WP_056096676.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_LR134374,WP_058483862.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_LR134374,WP_058483862.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_BDUC01000003,WP_089128076.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_BDUC01000003,WP_089128076.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP069396,WP_204227787.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP069396,WP_204227787.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP084212,WP_081023621.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP084212,WP_081023621.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP104205,NYZ99_RS01260,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP046623,WP_259409070.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP046623,WP_259409070.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_AP018248,WP_096577815.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_AP018248,WP_096577815.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_BMNE01000005,WP_189032067.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,NZ_CP022098,WP_095989968.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP022098,WP_095989968.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_ALVU02000001,WP_009630726.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_ALVU02000001,WP_009630726.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP022163,WP_095982234.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP022163,WP_095982234.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NC_011738,WP_012599727.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NC_011738,WP_012599727.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NC_019757,WP_015207074.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NC_019757,WP_015207074.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_AP018281,WP_096718444.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_AP018281,WP_096718444.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_AP018178,WP_096600968.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_AP018178,WP_096600968.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_AP021846,WP_152085609.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_AP021846,WP_152085609.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_VIGJ01000001,WP_142049156.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_VIGJ01000001,WP_142049156.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CADEVR010000001,WP_186022957.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CADEVR010000001,WP_186022957.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP079946,WP_223646521.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP079946,WP_223646521.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP094344,WP_020275007.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP094344,WP_020275007.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_FMWJ01000002,WP_074524848.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_FMWJ01000002,WP_074524848.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_KZ614145,WP_170061464.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_KZ614145,WP_170061464.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_CP084212,WP_159420418.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
cupin_9,NZ_CP084212,WP_159420418.1,SMART,SM00558,IPR003347,JmjC_dom,DOMAIN,cupin_9
JMJC,NZ_AP025018,WP_224174959.1,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,WP_017308068.1,,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,WP_081594398.1,,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,WP_017308070.1,,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,WP_017308072.1,,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,WP_017308073.1,,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,WP_017308075.1,,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
JMJC,WP_017308076.1,,PROSITE_PROFILES,PS51184,IPR003347,JmjC_dom,DOMAIN,JMJC
TfuA,NZ_VJYI01000003,WP_188189631.1,PFAM,PF07812,IPR012924,TfuA_core,DOMAIN,TfuA
TfuA,NZ_JACHIN010000002,WP_184959888.1,PFAM,PF07812,IPR012924,TfuA_core,DOMAIN,TfuA
Jelly Rolls,NZ_CP012747,WP_148654362.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_CP025429,WP_101709115.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NC_013422,WP_012823834.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_CP017141,WP_069381823.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_CP119133,WP_234379262.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_AP018265,WP_096560966.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_AP018178,WP_096604109.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_CP051206,WP_168696851.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_CP031598,WP_074940032.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_CP084212,WP_081023621.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_CP046623,WP_259409070.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_CP094344,WP_020275007.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
Jelly Rolls,NZ_AP025018,WP_224174959.1,GENE3D,G3DSA:2.60.120.10,IPR014710,RmlC-like_jellyroll,HOMOLOGOUS_SUPERFAMILY,Jelly Rolls
,NZ_CM001558,WP_003179636.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CM001558,WP_003179636.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP027218,WP_129391611.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP027218,WP_129391611.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP027561,WP_169429607.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP027561,WP_169429607.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP058974,WP_182404194.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP058974,WP_182404194.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP077091,WP_186550979.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP077091,WP_186550979.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP077092,WP_186565700.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP077092,WP_186565700.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP087192,WP_258713159.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP087192,WP_258713159.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP113097,WP_267817488.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP113097,WP_267817488.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CABVIX010000004,WP_158464931.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CABVIX010000004,WP_158464931.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP019952,WP_078478837.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP019952,WP_078478837.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP025035,WP_100851939.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP025035,WP_100851939.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP118607,WP_274906474.1,GENE3D,G3DSA:3.30.1050.10,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,
SCP-like,NZ_CP118607,WP_274906474.1,SUPERFAMILY,SSF55718,IPR036527,SCP2_sterol-bd_dom_sf,HOMOLOGOUS_SUPERFAMILY,SCP-like
,NZ_CP017141,WP_069381823.1,GENE3D,G3DSA:1.25.40.20,IPR036770,Ankyrin_rpt-contain_sf,HOMOLOGOUS_SUPERFAMILY,
Ankyrin repeat,NZ_CP017141,WP_069381823.1,SUPERFAMILY,SSF48403,IPR036770,Ankyrin_rpt-contain_sf,HOMOLOGOUS_SUPERFAMILY,Ankyrin repeat
MINA53  MYC INDUCED NUCLEAR ANTIGEN,NZ_CP054911,WP_176017404.1,PANTHER,PTHR13096,IPR039994,NO66-like,FAMILY,MINA53  MYC INDUCED NUCLEAR ANTIGEN
MINA53  MYC INDUCED NUCLEAR ANTIGEN,NZ_CP007230,WP_048677607.1,PANTHER,PTHR13096,IPR039994,NO66-like,FAMILY,MINA53  MYC INDUCED NUCLEAR ANTIGEN
MINA53  MYC INDUCED NUCLEAR ANTIGEN,NZ_CP025800,WP_038275115.1,PANTHER,PTHR13096,IPR039994,NO66-like,FAMILY,MINA53  MYC INDUCED NUCLEAR ANTIGEN
MINA53  MYC INDUCED NUCLEAR ANTIGEN,NZ_CPWG01000004,WP_049600785.1,PANTHER,PTHR13096,IPR039994,NO66-like,FAMILY,MINA53  MYC INDUCED NUCLEAR ANTIGEN
MINA53  MYC INDUCED NUCLEAR ANTIGEN,NZ_CP041744,WP_170275751.1,PANTHER,PTHR13096,IPR039994,NO66-like,FAMILY,MINA53  MYC INDUCED NUCLEAR ANTIGEN
Cupin_8,NZ_VJYI01000003,WP_188189631.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JACHIN010000002,WP_184959888.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992892,WP_017308070.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992892,WP_017308068.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992892,WP_017308072.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992892,WP_017308076.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992892,WP_081594398.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992892,WP_017308075.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992892,WP_017308073.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP012747,WP_148654362.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEPP010000002,WP_047838484.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEQR010000001,WP_025100501.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWT010000002,WP_186069796.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADFEB010000003,WP_155122779.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP009487,WP_143136102.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP111122,WP_041491776.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LNJU01000004,WP_157382479.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_MEBC01000001,WP_143135861.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_MEBE01000001,WP_143136336.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_MEBF01000045,WP_143134459.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_MEBG01000002,WP_143135015.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_MECO01000028,WP_141712897.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAEDZX010000001,WP_198249627.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP002580,WP_158336038.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP007212,WP_158512003.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP045094,WP_246797360.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_015376,WP_013690410.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEQD010000002,WP_103692179.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEQP010000008,WP_096751231.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWF010000004,WP_098152494.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEXE010000010,WP_186111008.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEXH010000002,WP_036029286.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEYJ010000003,WP_186101315.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP033431,WP_123038018.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_VIUM01000001,WP_145756094.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEPP010000014,WP_186011849.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEPT010000002,WP_186039228.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEQR010000001,WP_036056108.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEVO010000014,WP_046581042.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEVX010000002,WP_105852448.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWI010000004,WP_186045405.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWN010000001,WP_186059505.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWQ010000001,WP_105849755.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEXT010000002,WP_186089460.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP025429,WP_101709115.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP068050,WP_201447063.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP098322,WP_250805156.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_013422,WP_012823834.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JQKS01000001,WP_235209186.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KB912877,WP_232216294.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_021591,WP_004944602.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP068771,WP_212559841.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CM002023,WP_024106521.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP006929,WP_016940741.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP051429,WP_192988851.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP104920,WP_057084644.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_012880,WP_012765046.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CM001974,WP_040001542.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CM001979,WP_042859473.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_SZVX01000004,WP_143838909.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP024202,WP_254055138.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP103965,WP_259503025.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP023348,WP_203650143.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP081966,WP_028690309.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP087172,WP_139668245.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CM001558,WP_003179636.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP027218,WP_129391611.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP027561,WP_169429607.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP058974,WP_182404194.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP077091,WP_186550979.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP077092,WP_186565700.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP087192,WP_258713159.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP113097,WP_267817488.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CABVIX010000004,WP_158464931.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP019952,WP_078478837.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP025035,WP_100851939.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP118607,WP_274906474.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP034836,WP_127970586.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP072455,WP_099135670.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_FMWJ01000001,WP_049581616.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JACHJQ010000010,WP_184815645.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP046173,WP_167488524.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP041965,WP_180968714.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP050975,WP_168528989.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JACHJY010000004,WP_116159925.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAIHBQ010000001,WP_221745942.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAMGSL010000021,WP_260231312.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP017141,WP_069381823.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP020046,WP_079415698.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_014145,WP_013106347.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LR131947,WP_156054808.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAASQV010000001,WP_167297754.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JACHEK010000001,WP_050057978.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018223,WP_096541568.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP023278,WP_157943205.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP114040,WP_269035573.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAEIKF010000017,WP_198703895.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_019757,WP_015209735.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
